Protocol,AS-number,Router-ID,Neighbor1,Neighbor2,Remote-AS1,Remote-AS2,AF1,AF1-neigbor,AF1-network,AF1-mask,AF2,AF2-neigbor,AF2-network,AF2-mask,AF3,AF3-neigbor,AF3-network,AF2-mask

